,index,carid,lat,lon,state,time
30,18082311,4768,30.58018,104.036767,0,2014-08-03 22:00:52.000000
31,18082312,4768,30.580222999999997,104.036447,1,2014-08-03 21:59:22.000000
32,18082313,4768,30.5803,104.03614499999999,1,2014-08-03 21:59:19.000000
33,18082314,4768,30.5803,104.03639,0,2014-08-03 22:00:57.000000
34,18082315,4768,30.580351,104.04629200000001,1,2014-08-03 21:31:57.000000
35,18082316,4768,30.580408000000002,104.03581899999999,1,2014-08-03 21:59:16.000000
36,18082317,4768,30.580509999999997,104.035487,1,2014-08-03 21:59:13.000000
37,18082318,4768,30.580634999999997,104.03511,1,2014-08-03 21:59:09.000000
38,18082319,4768,30.580644,104.046293,1,2014-08-03 21:31:55.000000
39,18082320,4768,30.580716,104.034837,1,2014-08-03 21:59:06.000000
40,18082321,4768,30.580840000000002,104.034487,1,2014-08-03 21:59:02.000000
41,18082322,4768,30.580919,104.046289,1,2014-08-03 21:31:53.000000
42,18082323,4768,30.580935999999998,104.03400699999999,0,2014-08-03 22:02:19.000000
43,18082324,4768,30.581046,104.03420899999999,1,2014-08-03 22:02:22.000000
44,18082325,4768,30.581059999999997,104.033912,0,2014-08-03 22:01:41.000000
45,18082326,4768,30.581068,104.034224,0,2014-08-03 22:01:30.000000
46,18082327,4768,30.581071,104.034224,1,2014-08-03 21:58:56.000000
47,18082328,4768,30.581143,104.034187,1,2014-08-03 21:58:54.000000
48,18082329,4768,30.58131,104.034379,1,2014-08-03 22:02:25.000000
49,18082330,4768,30.581408000000003,104.034257,1,2014-08-03 21:58:48.000000
50,18082331,4768,30.581556,104.04626999999999,1,2014-08-03 21:31:48.000000
51,18082332,4768,30.581609999999998,104.03455600000001,1,2014-08-03 22:02:28.000000
52,18082333,4768,30.581721,104.034386,1,2014-08-03 21:58:42.000000
53,18082334,4768,30.581929,104.04627099999999,1,2014-08-03 21:31:45.000000
54,18082335,4768,30.58196,104.034724,1,2014-08-03 22:02:31.000000
55,18082336,4768,30.582046000000002,104.034527,1,2014-08-03 21:58:38.000000
56,18082337,4768,30.582095000000002,104.060191,1,2014-08-03 21:42:52.000000
57,18082338,4768,30.582292,104.046265,1,2014-08-03 21:31:42.000000
58,18082339,4768,30.582293,104.034894,1,2014-08-03 22:02:34.000000
59,18082340,4768,30.582335999999998,104.034642,1,2014-08-03 21:58:35.000000
60,18082341,4768,30.58241,104.060218,1,2014-08-03 21:42:57.000000
61,18082342,4768,30.582503999999997,104.060216,1,2014-08-03 21:42:58.000000
62,18082343,4768,30.582628000000003,104.035064,1,2014-08-03 22:02:37.000000
63,18082344,4768,30.582642,104.04627099999999,1,2014-08-03 21:31:39.000000
64,18082345,4768,30.582688,104.034766,1,2014-08-03 21:58:31.000000
65,18082346,4768,30.582721999999997,104.060201,1,2014-08-03 21:43:00.000000
66,18082347,4768,30.582943,104.035206,1,2014-08-03 22:02:40.000000
67,18082348,4768,30.582946000000003,104.034887,1,2014-08-03 21:58:28.000000
68,18082349,4768,30.582998999999997,104.046286,1,2014-08-03 21:31:36.000000
69,18082350,4768,30.583047999999998,104.060203,1,2014-08-03 21:43:03.000000
70,18082351,4768,30.583159999999996,104.060203,1,2014-08-03 21:43:04.000000
71,18082352,4768,30.583203,104.03500600000001,1,2014-08-03 21:58:25.000000
72,18082353,4768,30.583253000000003,104.03535,1,2014-08-03 22:02:43.000000
73,18082354,4768,30.583334000000004,104.046286,1,2014-08-03 21:31:33.000000
74,18082355,4768,30.583521,104.035105,1,2014-08-03 21:58:21.000000
75,18082356,4768,30.583524,104.060211,1,2014-08-03 21:43:07.000000
76,18082357,4768,30.583567,104.035487,1,2014-08-03 22:02:46.000000
77,18082358,4768,30.583714,104.046275,1,2014-08-03 21:31:30.000000
78,18082359,4768,30.583786,104.035224,1,2014-08-03 21:58:17.000000
79,18082360,4768,30.583876,104.035629,1,2014-08-03 22:02:49.000000
80,18082361,4768,30.583889000000003,104.060229,1,2014-08-03 21:43:10.000000
81,18082362,4768,30.584009000000002,104.060229,1,2014-08-03 21:43:11.000000
82,18082363,4768,30.584053000000004,104.03534,1,2014-08-03 21:58:14.000000
83,18082364,4768,30.584086,104.046267,1,2014-08-03 21:31:27.000000
84,18082365,4768,30.584213000000002,104.03576899999999,1,2014-08-03 22:02:52.000000
85,18082366,4768,30.584335999999997,104.035465,1,2014-08-03 21:58:11.000000
86,18082367,4768,30.584509000000004,104.03590600000001,1,2014-08-03 22:02:55.000000
87,18082368,4768,30.584627,104.035614,1,2014-08-03 21:58:08.000000
88,18082369,4768,30.584807,104.036047,1,2014-08-03 22:02:58.000000
89,18082370,4768,30.584903999999998,104.035721,1,2014-08-03 21:58:05.000000
90,18082371,4768,30.585178999999997,104.035834,1,2014-08-03 21:58:02.000000
91,18082372,4768,30.585449,104.035949,1,2014-08-03 21:57:59.000000
92,18082373,4768,30.585664,104.036386,1,2014-08-03 22:03:28.000000
93,18082374,4768,30.585915999999997,104.036136,1,2014-08-03 21:57:54.000000
94,18082375,4768,30.585979,104.036437,1,2014-08-03 22:03:33.000000
95,18082376,4768,30.586191999999997,104.03626,1,2014-08-03 21:57:51.000000
96,18082377,4768,30.586240999999998,104.036548,1,2014-08-03 22:03:37.000000
97,18082378,4768,30.586414,104.046277,1,2014-08-03 21:31:08.000000
98,18082379,4768,30.586444,104.036386,1,2014-08-03 21:57:48.000000
99,18082380,4768,30.586465999999998,104.11555899999999,0,2014-08-03 08:05:49.000000
100,18082381,4768,30.586475,104.115605,0,2014-08-03 08:05:48.000000
101,18082382,4768,30.586496,104.115176,0,2014-08-03 08:05:55.000000
102,18082383,4768,30.586519,104.093503,0,2014-08-03 08:15:01.000000
103,18082384,4768,30.586522,104.036676,1,2014-08-03 22:03:41.000000
104,18082385,4768,30.586529,104.093153,0,2014-08-03 08:15:07.000000
105,18082386,4768,30.586547999999997,104.09388299999999,0,2014-08-03 08:14:57.000000
106,18082387,4768,30.586554,104.093113,0,2014-08-03 08:15:08.000000
107,18082388,4768,30.586576,104.094252,0,2014-08-03 08:14:54.000000
108,18082389,4768,30.586577000000002,104.114793,0,2014-08-03 08:05:59.000000
109,18082390,4768,30.586624,104.094613,0,2014-08-03 08:14:51.000000
110,18082391,4768,30.586658,104.09499699999999,0,2014-08-03 08:14:48.000000
111,18082392,4768,30.586665000000004,104.11586899999999,0,2014-08-03 08:04:58.000000
112,18082393,4768,30.586665999999997,104.114434,0,2014-08-03 08:06:02.000000
113,18082394,4768,30.586694,104.09536,0,2014-08-03 08:14:45.000000
114,18082395,4768,30.586721999999998,104.095725,0,2014-08-03 08:14:42.000000
115,18082396,4768,30.586748999999998,104.093023,0,2014-08-03 08:15:16.000000
116,18082397,4768,30.586752,104.114072,0,2014-08-03 08:06:05.000000
117,18082398,4768,30.586753,104.09609499999999,0,2014-08-03 08:14:39.000000
118,18082399,4768,30.586763,104.115905,0,2014-08-03 08:04:56.000000
119,18082400,4768,30.586769,104.09621,0,2014-08-03 08:14:38.000000
120,18082401,4768,30.586794,104.036563,1,2014-08-03 21:57:44.000000
121,18082402,4768,30.586824,104.093018,0,2014-08-03 08:15:18.000000
122,18082403,4768,30.586835999999998,104.096611,0,2014-08-03 08:14:34.000000
123,18082404,4768,30.586837,104.113716,0,2014-08-03 08:06:08.000000
124,18082405,4768,30.586859999999998,104.036819,1,2014-08-03 22:03:45.000000
125,18082406,4768,30.586919,104.113372,0,2014-08-03 08:06:11.000000
126,18082407,4768,30.586954,104.096941,0,2014-08-03 08:14:29.000000
127,18082408,4768,30.586976,104.06021700000001,1,2014-08-03 21:43:37.000000
128,18082409,4768,30.586999,104.11304200000001,0,2014-08-03 08:06:14.000000
129,18082410,4768,30.587041999999997,104.11591899999999,0,2014-08-03 08:04:52.000000
130,18082411,4768,30.587062,104.03668499999999,1,2014-08-03 21:57:41.000000
131,18082412,4768,30.587071999999996,104.112726,0,2014-08-03 08:06:17.000000
132,18082413,4768,30.587119,104.093091,0,2014-08-03 08:15:23.000000
133,18082414,4768,30.587137,104.036941,1,2014-08-03 22:03:48.000000
134,18082415,4768,30.587149,104.11239599999999,0,2014-08-03 08:06:20.000000
135,18082416,4768,30.587175,104.046361,1,2014-08-03 21:31:02.000000
136,18082417,4768,30.587190999999997,104.097077,0,2014-08-03 08:14:22.000000
137,18082418,4768,30.587237,104.112055,0,2014-08-03 08:06:23.000000
138,18082419,4768,30.587245000000003,104.099688,0,2014-08-03 08:09:43.000000
139,18082420,4768,30.58727,104.100002,0,2014-08-03 08:09:40.000000
140,18082421,4768,30.587290999999997,104.0995,0,2014-08-03 08:09:46.000000
141,18082422,4768,30.587308,104.100391,0,2014-08-03 08:09:37.000000
142,18082423,4768,30.587317,104.111737,0,2014-08-03 08:06:26.000000
143,18082424,4768,30.587335999999997,104.0368,1,2014-08-03 21:57:38.000000
144,18082425,4768,30.587351,104.100768,0,2014-08-03 08:09:34.000000
145,18082426,4768,30.587365000000002,104.11591899999999,0,2014-08-03 08:04:48.000000
146,18082427,4768,30.587376000000003,104.101123,0,2014-08-03 08:09:31.000000
147,18082428,4768,30.587396999999996,104.097008,0,2014-08-03 08:12:41.000000
148,18082429,4768,30.587408,104.093215,0,2014-08-03 08:15:27.000000
149,18082430,4768,30.587408,104.101478,0,2014-08-03 08:09:28.000000
150,18082431,4768,30.587409,104.111355,0,2014-08-03 08:06:30.000000
151,18082432,4768,30.587436999999998,104.03707299999999,1,2014-08-03 22:03:52.000000
152,18082433,4768,30.587451,104.101855,0,2014-08-03 08:09:25.000000
153,18082434,4768,30.587489,104.10225799999999,0,2014-08-03 08:09:22.000000
154,18082435,4768,30.587507000000002,104.110959,0,2014-08-03 08:06:35.000000
155,18082436,4768,30.587528999999996,104.046397,1,2014-08-03 21:30:59.000000
156,18082437,4768,30.587531,104.102685,0,2014-08-03 08:09:19.000000
157,18082438,4768,30.58755,104.099385,0,2014-08-03 08:09:54.000000
158,18082439,4768,30.587581,104.103075,0,2014-08-03 08:09:16.000000
159,18082440,4768,30.587589,104.110635,0,2014-08-03 08:07:31.000000
160,18082441,4768,30.587598999999997,104.036925,1,2014-08-03 21:57:35.000000
161,18082442,4768,30.587631,104.103461,0,2014-08-03 08:09:13.000000
162,18082443,4768,30.587635,104.115905,0,2014-08-03 08:04:44.000000
163,18082444,4768,30.587643,104.09938000000001,0,2014-08-03 08:09:56.000000
164,18082445,4768,30.587667,104.110284,0,2014-08-03 08:07:36.000000
165,18082446,4768,30.587671000000004,104.103825,0,2014-08-03 08:09:10.000000
166,18082447,4768,30.587673,104.09702,0,2014-08-03 08:11:55.000000
167,18082448,4768,30.587699,104.104151,0,2014-08-03 08:09:07.000000
168,18082449,4768,30.587712,104.037198,1,2014-08-03 22:03:57.000000
169,18082450,4768,30.587729,104.09334,0,2014-08-03 08:15:31.000000
170,18082451,4768,30.587730999999998,104.104495,0,2014-08-03 08:09:03.000000
171,18082452,4768,30.587730999999998,104.109879,0,2014-08-03 08:07:40.000000
172,18082453,4768,30.587746999999997,104.10481800000001,0,2014-08-03 08:08:58.000000
173,18082454,4768,30.587746999999997,104.10512800000001,0,2014-08-03 08:08:23.000000
174,18082455,4768,30.587774,104.10545,0,2014-08-03 08:08:17.000000
175,18082456,4768,30.587787,104.10954699999999,0,2014-08-03 08:07:43.000000
176,18082457,4768,30.587791999999997,104.105793,0,2014-08-03 08:08:13.000000
177,18082458,4768,30.587806,104.106113,0,2014-08-03 08:08:10.000000
178,18082459,4768,30.587823999999998,104.10645,0,2014-08-03 08:08:07.000000
179,18082460,4768,30.587827,104.109222,0,2014-08-03 08:07:46.000000
180,18082461,4768,30.587835,104.046444,1,2014-08-03 21:30:56.000000
181,18082462,4768,30.587842,104.10684499999999,0,2014-08-03 08:08:04.000000
182,18082463,4768,30.587852,104.108882,0,2014-08-03 08:07:49.000000
183,18082464,4768,30.587861,104.107263,0,2014-08-03 08:08:01.000000
184,18082465,4768,30.587876,104.10769499999999,0,2014-08-03 08:07:58.000000
185,18082466,4768,30.587876,104.108515,0,2014-08-03 08:07:52.000000
186,18082467,4768,30.587884000000003,104.10811700000001,0,2014-08-03 08:07:55.000000
187,18082468,4768,30.587911,104.037068,1,2014-08-03 21:57:31.000000
188,18082469,4768,30.587936,104.09699499999999,0,2014-08-03 08:11:39.000000
189,18082470,4768,30.587947999999997,104.115883,0,2014-08-03 08:04:39.000000
190,18082471,4768,30.587954999999997,104.099358,0,2014-08-03 08:10:03.000000
191,18082472,4768,30.587996,104.037176,1,2014-08-03 21:57:29.000000
192,18082473,4768,30.587996,104.09343299999999,0,2014-08-03 08:15:34.000000
193,18082474,4768,30.588085999999997,104.037499,1,2014-08-03 21:57:24.000000
194,18082475,4768,30.588103999999998,104.03783100000001,1,2014-08-03 21:57:17.000000
195,18082476,4768,30.588112,104.046432,1,2014-08-03 21:30:53.000000
196,18082477,4768,30.588131,104.03815300000001,1,2014-08-03 21:56:57.000000
197,18082478,4768,30.588153000000002,104.038483,1,2014-08-03 21:56:53.000000
198,18082479,4768,30.588171999999997,104.038877,1,2014-08-03 21:56:49.000000
199,18082480,4768,30.588178000000003,104.039234,1,2014-08-03 21:56:46.000000
200,18082481,4768,30.588217999999998,104.099277,0,2014-08-03 08:10:11.000000
201,18082482,4768,30.588219,104.040789,1,2014-08-03 21:56:34.000000
202,18082483,4768,30.588231,104.041191,1,2014-08-03 21:56:31.000000
203,18082484,4768,30.588239,104.04162099999999,1,2014-08-03 21:56:28.000000
204,18082485,4768,30.588251,104.042061,1,2014-08-03 21:56:25.000000
205,18082486,4768,30.588259000000004,104.09694499999999,0,2014-08-03 08:11:30.000000
206,18082487,4768,30.588276,104.042516,1,2014-08-03 21:56:22.000000
207,18082488,4768,30.588286,104.042961,1,2014-08-03 21:56:19.000000
208,18082489,4768,30.588288000000002,104.093551,0,2014-08-03 08:15:37.000000
209,18082490,4768,30.588288000000002,104.115851,0,2014-08-03 08:04:35.000000
210,18082491,4768,30.588312,104.043421,1,2014-08-03 21:56:16.000000
211,18082492,4768,30.588324,104.043869,1,2014-08-03 21:56:13.000000
212,18082493,4768,30.588340000000002,104.044286,1,2014-08-03 21:56:10.000000
213,18082494,4768,30.588359999999998,104.046454,1,2014-08-03 22:05:41.000000
214,18082495,4768,30.588362,104.04531899999999,1,2014-08-03 21:56:01.000000
215,18082496,4768,30.588365000000003,104.044669,1,2014-08-03 21:56:07.000000
216,18082497,4768,30.588365000000003,104.045002,1,2014-08-03 21:56:04.000000
217,18082498,4768,30.588366999999998,104.045722,1,2014-08-03 21:55:57.000000
218,18082499,4768,30.588387,104.04620600000001,1,2014-08-03 21:55:52.000000
219,18082500,4768,30.588424,104.046447,1,2014-08-03 21:30:49.000000
220,18082501,4768,30.588441999999997,104.047217,1,2014-08-03 21:54:31.000000
221,18082502,4768,30.58845,104.046877,1,2014-08-03 21:54:39.000000
222,18082503,4768,30.588452,104.04754100000001,1,2014-08-03 21:54:24.000000
223,18082504,4768,30.588459999999998,104.046722,1,2014-08-03 21:55:09.000000
224,18082505,4768,30.58847,104.046555,1,2014-08-03 21:55:46.000000
225,18082506,4768,30.588516,104.099216,0,2014-08-03 08:10:19.000000
226,18082507,4768,30.588538,104.096878,0,2014-08-03 08:11:20.000000
227,18082508,4768,30.588571,104.099223,0,2014-08-03 08:10:20.000000
228,18082509,4768,30.588590999999997,104.093671,0,2014-08-03 08:15:40.000000
229,18082510,4768,30.588618,104.099221,0,2014-08-03 08:10:21.000000
230,18082511,4768,30.588634999999996,104.115808,0,2014-08-03 08:04:31.000000
231,18082512,4768,30.588684999999998,104.04659699999999,1,2014-08-03 21:30:42.000000
232,18082513,4768,30.588694,104.050359,1,2014-08-03 21:53:51.000000
233,18082514,4768,30.588841,104.096925,0,2014-08-03 08:11:13.000000
234,18082515,4768,30.588894,104.0971,0,2014-08-03 08:11:09.000000
235,18082516,4768,30.588906,104.09380300000001,0,2014-08-03 08:15:43.000000
236,18082517,4768,30.588907,104.097448,0,2014-08-03 08:11:03.000000
237,18082518,4768,30.588922999999998,104.09924000000001,0,2014-08-03 08:10:27.000000
238,18082519,4768,30.588931,104.09778299999999,0,2014-08-03 08:10:58.000000
239,18082520,4768,30.588945000000002,104.098112,0,2014-08-03 08:10:54.000000
240,18082521,4768,30.588951,104.11576,0,2014-08-03 08:04:27.000000
241,18082522,4768,30.589003,104.050405,1,2014-08-03 21:53:39.000000
242,18082523,4768,30.589003,104.098457,0,2014-08-03 08:10:50.000000
243,18082524,4768,30.589026,104.046661,1,2014-08-03 21:30:38.000000
244,18082525,4768,30.589058,104.098814,0,2014-08-03 08:10:46.000000
245,18082526,4768,30.589067,104.09915699999999,0,2014-08-03 08:10:40.000000
246,18082527,4768,30.589178999999998,104.093908,0,2014-08-03 08:15:46.000000
247,18082528,4768,30.589232,104.115749,0,2014-08-03 08:04:23.000000
248,18082529,4768,30.589278000000004,104.05041999999999,1,2014-08-03 21:53:30.000000
249,18082530,4768,30.589347999999998,104.046701,1,2014-08-03 21:30:35.000000
250,18082531,4768,30.589459,104.094011,0,2014-08-03 08:15:49.000000
251,18082532,4768,30.589584000000002,104.115708,0,2014-08-03 08:04:19.000000
252,18082533,4768,30.589601000000002,104.050445,1,2014-08-03 21:53:26.000000
253,18082534,4768,30.589663,104.046734,1,2014-08-03 21:30:32.000000
254,18082535,4768,30.589789,104.09413599999999,0,2014-08-03 08:15:53.000000
255,18082536,4768,30.589890000000004,104.115628,0,2014-08-03 08:04:15.000000
256,18082537,4768,30.589909999999996,104.049126,1,2014-08-03 22:08:11.000000
257,18082538,4768,30.589928000000004,104.050465,1,2014-08-03 21:53:23.000000
258,18082539,4768,30.589945,104.046754,1,2014-08-03 21:30:29.000000
259,18082540,4768,30.589947,104.11441500000001,0,2014-08-03 08:03:52.000000
260,18082541,4768,30.590002000000002,104.115029,0,2014-08-03 08:04:04.000000
261,18082542,4768,30.590004999999998,104.114711,0,2014-08-03 08:03:59.000000
262,18082543,4768,30.590028999999998,104.11534499999999,0,2014-08-03 08:04:09.000000
263,18082544,4768,30.590052000000004,104.09425,0,2014-08-03 08:15:58.000000
264,18082545,4768,30.590086,104.114176,0,2014-08-03 08:03:44.000000
265,18082546,4768,30.590114,104.11353000000001,0,2014-08-03 08:03:31.000000
266,18082547,4768,30.590119,104.11385899999999,0,2014-08-03 08:03:38.000000
267,18082548,4768,30.590152000000003,104.113199,0,2014-08-03 08:03:24.000000
268,18082549,4768,30.590171999999995,104.112871,0,2014-08-03 08:03:15.000000
269,18082550,4768,30.590221999999997,104.112796,0,2014-08-03 08:03:12.000000
270,18082551,4768,30.590238,104.04678100000001,1,2014-08-03 21:30:26.000000
271,18082552,4768,30.590255,104.050481,1,2014-08-03 21:53:20.000000
272,18082553,4768,30.590314000000003,104.094341,0,2014-08-03 08:16:08.000000
273,18082554,4768,30.590490999999997,104.112786,0,2014-08-03 08:03:05.000000
274,18082555,4768,30.590546000000003,104.050493,1,2014-08-03 21:53:17.000000
275,18082556,4768,30.590563,104.046807,1,2014-08-03 21:30:22.000000
276,18082557,4768,30.590597,104.094453,0,2014-08-03 08:16:13.000000
277,18082558,4768,30.590809000000004,104.11275400000001,0,2014-08-03 08:03:00.000000
278,18082559,4768,30.590834,104.050511,1,2014-08-03 21:53:14.000000
279,18082560,4768,30.590854999999998,104.046824,1,2014-08-03 21:30:18.000000
280,18082561,4768,30.590882,104.094573,0,2014-08-03 08:16:17.000000
281,18082562,4768,30.591092,104.112726,0,2014-08-03 08:02:56.000000
282,18082563,4768,30.591185,104.046864,1,2014-08-03 21:30:13.000000
283,18082564,4768,30.591198,104.05055300000001,1,2014-08-03 21:53:10.000000
284,18082565,4768,30.591201,104.094705,0,2014-08-03 08:16:21.000000
285,18082566,4768,30.591374,104.112705,0,2014-08-03 08:02:52.000000
286,18082567,4768,30.591441999999997,104.047004,1,2014-08-03 21:30:06.000000
287,18082568,4768,30.591456,104.094813,0,2014-08-03 08:16:24.000000
288,18082569,4768,30.591503000000003,104.05057099999999,1,2014-08-03 21:53:04.000000
289,18082570,4768,30.591661,104.112691,0,2014-08-03 08:02:48.000000
290,18082571,4768,30.591706,104.108581,0,2014-08-03 07:59:05.000000
291,18082572,4768,30.591711,104.047051,1,2014-08-03 21:30:02.000000
292,18082573,4768,30.591718,104.108981,0,2014-08-03 07:59:09.000000
293,18082574,4768,30.591728000000003,104.108207,0,2014-08-03 07:58:57.000000
294,18082575,4768,30.59173,104.10768399999999,0,2014-08-03 07:58:39.000000
295,18082576,4768,30.591739,104.109358,0,2014-08-03 07:59:13.000000
296,18082577,4768,30.59174,104.108049,0,2014-08-03 07:58:34.000000
297,18082578,4768,30.591753999999998,104.094985,0,2014-08-03 08:16:28.000000
298,18082579,4768,30.591786,104.107587,0,2014-08-03 07:58:45.000000
299,18082580,4768,30.591798999999998,104.10968100000001,0,2014-08-03 07:59:50.000000
300,18082581,4768,30.591801,104.10838199999999,0,2014-08-03 07:58:29.000000
301,18082582,4768,30.591803999999996,104.050607,1,2014-08-03 21:52:57.000000
302,18082583,4768,30.591822999999998,104.107934,0,2014-08-03 07:58:50.000000
303,18082584,4768,30.591846999999998,104.110011,0,2014-08-03 07:59:56.000000
304,18082585,4768,30.59185,104.108694,0,2014-08-03 07:58:24.000000
305,18082586,4768,30.591860999999998,104.109047,0,2014-08-03 07:58:20.000000
306,18082587,4768,30.591869,104.110378,0,2014-08-03 08:00:00.000000
307,18082588,4768,30.591890999999997,104.11070500000001,0,2014-08-03 08:00:03.000000
308,18082589,4768,30.591901,104.113748,0,2014-08-03 08:00:41.000000
309,18082590,4768,30.591912,104.109415,0,2014-08-03 07:58:15.000000
310,18082591,4768,30.591917,104.11112299999999,0,2014-08-03 08:00:06.000000
311,18082592,4768,30.591917,104.11364499999999,0,2014-08-03 08:00:37.000000
312,18082593,4768,30.591931,104.113578,0,2014-08-03 08:00:35.000000
313,18082594,4768,30.591935999999997,104.111552,0,2014-08-03 08:00:09.000000
314,18082595,4768,30.591939,104.11324499999999,0,2014-08-03 08:00:29.000000
315,18082596,4768,30.591944,104.112663,0,2014-08-03 08:02:43.000000
316,18082597,4768,30.591956,104.111903,0,2014-08-03 08:00:12.000000
317,18082598,4768,30.591974,104.112236,0,2014-08-03 08:00:15.000000
318,18082599,4768,30.591976000000003,104.11291999999999,0,2014-08-03 08:00:24.000000
319,18082600,4768,30.591987,104.112577,0,2014-08-03 08:00:19.000000
320,18082601,4768,30.592005,104.095129,0,2014-08-03 08:16:31.000000
321,18082602,4768,30.592014000000002,104.11475899999999,0,2014-08-03 08:00:52.000000
322,18082603,4768,30.592018,104.047097,1,2014-08-03 21:29:59.000000
323,18082604,4768,30.592019,104.114063,0,2014-08-03 08:00:46.000000
324,18082605,4768,30.592039,104.114425,0,2014-08-03 08:00:49.000000
325,18082606,4768,30.592102,104.109577,0,2014-08-03 07:58:10.000000
326,18082607,4768,30.592108000000003,104.115051,0,2014-08-03 08:00:56.000000
327,18082608,4768,30.592132,104.0506,1,2014-08-03 21:52:52.000000
328,18082609,4768,30.592187,104.115398,0,2014-08-03 08:01:01.000000
329,18082610,4768,30.592215999999997,104.112647,0,2014-08-03 08:02:36.000000
330,18082611,4768,30.592281,104.095271,0,2014-08-03 08:16:34.000000
331,18082612,4768,30.592334,104.05448299999999,1,2014-08-03 22:10:42.000000
332,18082613,4768,30.592343,104.1155,0,2014-08-03 08:01:04.000000
333,18082614,4768,30.592346000000003,104.109567,0,2014-08-03 07:58:06.000000
334,18082615,4768,30.592384000000003,104.047146,1,2014-08-03 21:29:56.000000
335,18082616,4768,30.592413,104.050617,1,2014-08-03 21:52:49.000000
336,18082617,4768,30.592509000000003,104.112628,0,2014-08-03 08:02:32.000000
337,18082618,4768,30.592519,104.095427,0,2014-08-03 08:16:37.000000
338,18082619,4768,30.592565999999998,104.115528,0,2014-08-03 08:01:07.000000
339,18082620,4768,30.592692,104.109535,0,2014-08-03 07:58:02.000000
340,18082621,4768,30.592734000000004,104.05063100000001,1,2014-08-03 21:52:46.000000
341,18082622,4768,30.592768,104.095607,0,2014-08-03 08:16:41.000000
342,18082623,4768,30.592783,104.047206,1,2014-08-03 21:29:53.000000
343,18082624,4768,30.592839,104.112605,0,2014-08-03 08:02:28.000000
344,18082625,4768,30.592846999999995,104.115509,0,2014-08-03 08:01:10.000000
345,18082626,4768,30.592918,104.063896,0,2014-08-03 21:47:20.000000
346,18082627,4768,30.593,104.109528,0,2014-08-03 07:57:58.000000
347,18082628,4768,30.593079,104.050646,1,2014-08-03 21:52:43.000000
348,18082629,4768,30.593093,104.095861,0,2014-08-03 08:16:46.000000
349,18082630,4768,30.593128999999998,104.11259100000001,0,2014-08-03 08:02:24.000000
350,18082631,4768,30.593156,104.115484,0,2014-08-03 08:01:13.000000
351,18082632,4768,30.593171,104.04728399999999,1,2014-08-03 21:29:50.000000
352,18082633,4768,30.593253999999998,104.115474,0,2014-08-03 08:01:14.000000
353,18082634,4768,30.593273999999997,104.10950799999999,0,2014-08-03 07:57:54.000000
354,18082635,4768,30.593315999999998,104.096057,0,2014-08-03 08:16:49.000000
355,18082636,4768,30.593427000000002,104.112572,0,2014-08-03 08:02:19.000000
356,18082637,4768,30.593431,104.050676,1,2014-08-03 21:52:40.000000
357,18082638,4768,30.593438,104.115465,0,2014-08-03 08:01:16.000000
358,18082639,4768,30.593490999999997,104.10679300000001,0,2014-08-03 07:56:42.000000
